Source,Category,Headline,Link,Description,Date,Author
Lusaka Voice,TOURISM,Hospital renovations impress minister,https://lusakavoice.com/2013/05/22/hospital-renovations-impress-minister/,#NAME?,"Wed, 22 May 2013 12:41:13 +0000",Assistant Editor
Lusaka Voice,SPORT,Hosting Cosafa good for 2019 Africa Cup of Nations finals – Kambwili,https://lusakavoice.com/2013/05/22/hosting-cosafa-good-for-2019-africa-cup-of-nations-finals-kambwili/,via Zambia Daily Mail MINISTER of Sport and Youth Chishimba Kambwili says the successful hosting of the 2013 Confederation of Southern Africa Football Association (Cosafa) Senior Challenge Cup will prove that Zambia would make a good host for the 2019 Africa Cup of Nations finals. He said this at Nkoloma Stadium in Lusaka yesterday where he,"Wed, 22 May 2013 12:09:04 +0000",Online Editor
Lusaka Voice,GENERAL NEWS,ZANIS SPORTS COPY – Ndola’s squash sensation Chilambwe scoops 2013 Midlands Squash Open championship,https://lusakavoice.com/2013/05/19/zanis-sports-copy-ndolas-squash-sensation-chilambwe-scoops-2013-midlands-squash-open-championship/,"Ndola&#8217;s squash sensation Chilambwe scoops 2013 &#160;Midlands Squash Open championship Lusaka, May 19th, 2013,&#160; ZANIS&#8212; Ndola&#8217;s squash sensation Manda Chilambwe has emerged winner of&#160; the 2013 &#160;Midlands Squash Open which was held at the Lusaka Club in Lusaka over the weekend. &#160; And reigning national champion in the women&#8217;s category Sharon Chimfwembe returned her championship","Sun, 19 May 2013 17:58:27 +0000",Assistant Editor
Lusaka Voice,LIFE STYLE,Night of long knives retold By ANDREW KASHITA,https://lusakavoice.com/2013/05/19/night-of-long-knives-retold-by-andrew-kashita/,THERE is a danger that history might get distorted – as always happens when incorrect views are allowed to gain currency without correction by those who were present at the time or have accurate information. I am obliged to write to correct a paragraph which was included in the obituary to Lamba Clement Mukandwa Simpito,"Sun, 19 May 2013 15:51:39 +0000",Online Editor
Lusaka Voice,GENERAL NEWS,Relocation COSAFA Senior Challenge  to Kitwe angers Kabwe residents,https://lusakavoice.com/2013/05/19/relocation-cosafa-senior-challenge-to-kitwe-angers-kabwe-residents/,"RESIDENTS and the business community in Kabwe have bemoaned the decision by FAZ to relocate the venue of the forthcoming Cosafa Senior Challenge from Godfrey ‘Ucar’ Chitalu Stadium to Kitwe. Stanley Kapote Mwanguku, director of Misuku Lodge in Kabwe, said the staging of COSAFA in the area would have benefited the local people and the","Sun, 19 May 2013 04:00:38 +0000",Online Editor
Lusaka Voice,SPORT,"Rangers, Nkana clash in league game",https://lusakavoice.com/2013/05/18/rangers-nkana-clash-in-league-game/,"via Times of Zambia by andrew Miti on 5/18/13 By Kalumiana Kalumiana &#8211; &#160; NKANA’s early form will be put to the test again today when they visit Nchanga Rangers in Chingola during the MTN Week Nine skirmishes. &#160; Last weekend, Nkana’s contention for the 2013 league title got a valuable boost when they beat","Sat, 18 May 2013 18:00:00 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,Sata lays foundation stone at Palabana University,https://lusakavoice.com/2013/05/17/sata-lays-foundation-stone-at-palabana-university/,"&#8211;President Michael Sata says government is determined to establish universities in each of the ten provinces.**** ** ** The President says it is with dismay that regardless of the growing population, Zambia has for the past 49 years of independence lagged behind in the expansion of tertiary education especially at university level.**** ** ** Mr","Fri, 17 May 2013 03:40:50 +0000",Assistant Editor
Lusaka Voice,MAIN NEWS,PRESIDENT SATA TO LAUNCH PALABANA UNIVERSITY,https://lusakavoice.com/2013/05/16/president-sata-to-launch-palabana-university/,"President of the Republic of Zambia will tomorrow [Friday, May 17, 2013] lay a foundation stone for the construction of the Palabana University. This is barely two weeks after the Head of State laid a foundation stone for the construction of Chalimbana University. President Sata says the birth of Chalimbana and Palabana universities will shortly","Thu, 16 May 2013 21:32:56 +0000",Online Editor
Lusaka Voice,BUSINESS,Samsung to be a 10 billion dollar Company  by 2015,https://lusakavoice.com/2013/05/16/samsung-to-be-a-10-billion-dollar-company-by-2015/,"SUMSANG says they will be a 10 billion dollar company by the year 2015. Samsung electronics Vice president and chief operating officer George Ferreira said the multibillion billion company aims at being a 10 billion dollar company by 2015, he disclosed that upon the company launching the galaxy S4 in South Africa this year, they","Thu, 16 May 2013 07:56:16 +0000",Online Editor
Lusaka Voice,GENERAL NEWS,Zambeef donates to ZSA for Midlands Squash Open,https://lusakavoice.com/2013/05/15/zambeef-donates-to-zsa-for-midlands-squash-open/,"Zambeef donates to ZSA for Midlands Squash Open &#160;Lusaka, May 15/13 ZANIS&#8212;&#8211;Zambeef Zambia Plc has donated KR 13,000 to the Zambia Squash Association (ZSA) towards the hosting of the Midlands Squash Open slated for Lusaka Club this weekend. And speaking when handing over the donation in Lusaka today, Zambeef Group Head of Public Relations, Sebastian","Wed, 15 May 2013 09:23:17 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,Grey Insurance donates to Midlands Squash Open tourney,https://lusakavoice.com/2013/05/14/grey-insurance-donates-to-midlands-squash-open-tourney/,"&#8212;African Grey Insurance Limited have donated KR1,000 towards the Midlands Squash Open Tournament scheduled for this weekend in Lusaka. Presenting the donation, Director of Marketing, Maybin Mudenda, the gesture was just the beginning of his company&#8217;s commitment to sponsor squash. ZANIS Sports reports that Mudenda said his company is glad and looking forward to get","Tue, 14 May 2013 11:42:18 +0000",Assistant Editor
Lusaka Voice,SPORT,FAZ/MTN Super league enters week 8 tomorrow,https://lusakavoice.com/2013/05/10/fazmtn-super-league-enters-week-8-tomorrow/,"&#8211;The Football Association of Zambia (FAZ/MTN) Super Division league this weekend enters Week 8 with exciting fixtures in Kitwe and Lusaka. According to the fixtures obtained by ZANIS Sports from the Football House in Lusaka today, the game of the day is likely to be between current league leaders, Nkana Football Club who takes on","Fri, 10 May 2013 15:14:52 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,Mpulungu Disabled Association receives wheel chairs,https://lusakavoice.com/2013/05/07/mpulungu-disabled-association-receives-wheel-chairs/,"Mpulungu Disabled Association receives wheel chairs Mpulungu, May 7, ZANIS &#8212;&#8212;-PET Zambia Ganaton Company of Kitwe has donated 40 wheel chairs worth thousands of Kwacha to be used by the physically challenged in Mpulungu district. &#160;In an interview today, Mpulungu Disabled Association Chairperson Felix Chifunda confirmed receiving the donation. Mr Chifunda said the wheel chairs","Tue, 07 May 2013 16:49:06 +0000",Assistant Editor
Lusaka Voice,MAIN NEWS,Fr Luonde distances himself from  Father Bwalya,https://lusakavoice.com/2013/05/07/fr-luonde-distances-himself-from-father-bwalya/,ANGLICAN priest Richard Luonde says he can never be an ally of outspoken cleric Father Frank Bwalya because he wants to continue serving in God’s ministry. Fr Luonde is a member of ‘Get Involved Zambia’ whose executive director is Fr Bwalya. Fr Luonde of Saint Peter’s Chimwemwe congregation in Kitwe said he cannot abandon his,"Tue, 07 May 2013 07:43:05 +0000",Online Editor
Lusaka Voice,MAIN NEWS,Government NOT happy with Chipimo’s arrest,https://lusakavoice.com/2013/05/05/government-not-happy-with-chipimos-arrest/,GOVERNMENT is disappointed with the action of Copperbelt police officers who warned and cautioned National Restoration Party president Elias Chipimo on suspicion that he was addressing an illegal assembly. Minister of Home Affairs Edgar Lungu said in an interview in Lusaka on Friday that the detention and recording of a warn-and-caution statement from Chipimo by,"Sun, 05 May 2013 05:01:29 +0000",Online Editor
Lusaka Voice,SPORT,"CAF fines Power $10,000",https://lusakavoice.com/2013/05/05/caf-fines-power-10000/,"CAF has fined MTN Premier Division side, Power Dynamos US$ 10,000 (about KR540,000) for their fans’ unruly behaviour during the 2013 Orange Confederations Cup match against Angola’s Recreativo da Caala in Kitwe last February. The CAF disciplinary board on Thursday slapped Power with a $10 000 fine over the unruly behaviour by fans who were","Sun, 05 May 2013 01:26:08 +0000",Online Editor
Lusaka Voice,MAIN NEWS,Media demands level playing field,https://lusakavoice.com/2013/05/05/media-demands-level-playing-field/,THE media fraternity in Zambia has called for a level playing field and responsible reporting as practitioners celebrated the World Press Freedom Day across the country. Media Institute for Southern Africa (MISA) Zambia acting chairperson John Chola said Press freedom was not negotiable and urged Government to quickly fully operationalise the Independent Broadcasting Authority (IBA),"Sun, 05 May 2013 00:59:01 +0000",Online Editor
Lusaka Voice,MAIN NEWS,"Kitwe police arrest, warn and caution Chipimo",https://lusakavoice.com/2013/05/03/kitwe-police-arrest-warn-and-caution-chipimo/,"POLICE in Kitwe yesterday recorded a warn-and-caution statement from National Restoration Party (NAREP) president Elias Chipimo for unlawful assembly. Mr Chipimo, who was holding a workshop at Provident Guest House, was picked up by police officers in riot gear and taken to Kitwe Central Police, where he was detained for more than three hours. He","Fri, 03 May 2013 19:03:15 +0000",Online Editor
Lusaka Voice,MAIN NEWS,Rule of law crucial for FDI to Zambia,https://lusakavoice.com/2013/05/01/rule-of-law-crucial-for-fdi-to-zambia/,"Zambia’s Ambassador to the United States of America, Palan Mulonda, says the judiciary plays a critical role in marketing Zambia as an attractive destination for Foreign Direct Investment (FDI). Ambassador Mulonda said the work of the judiciary in upholding the rule of law, guaranteeing freedoms and fighting corruption in the country had become critical considerations","Tue, 30 Apr 2013 22:27:39 +0000",Online Editor
Lusaka Voice,GENERAL NEWS,Govt rehabilitates Kitwe urban roads,https://lusakavoice.com/2013/04/30/govt-rehabilitates-kitwe-urban-roads/,&#8212;&#8212;Government has flagged off the rehabilitation and upgrading of urban roads in Kitwe district on the Copperbelt Province at a cost of KR 367.6 million. A total of 21 roads with an overall stretch of 58.15 km have been selected for rehabilitation and will be worked on by China Geo Engineering Corporation and China Henan,"Tue, 30 Apr 2013 15:54:01 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,"Lusaka residents, companies urge ZESCO not to increase tariffs",https://lusakavoice.com/2013/04/30/lusaka-residents-companies-urge-zesco-not-to-increase-tariffs/,The third public hearing on the proposal by the Zambia Electricity Supply Corporation (ZESCO) to review its tariffs has opened in Lusaka today. &#160; The first two meetings were held in Livingstone and Kitwe. Zesco Managing Director Cyprian Chitundu said during a presentation at the meeting that Zambia risks failing to meet her vision of,"Tue, 30 Apr 2013 11:49:01 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,Kasama road accident claims three,https://lusakavoice.com/2013/04/29/kasama-road-accident-claims-three/,"Kasama road accident claims three Lusaka, Apr 29/13 ZANIS&#8212;&#8211;Three people died on the spot while eight others sustained serious injuries in a road traffic accident in Kasama district in Northern Province. Among the deceased are two children aged between 4 months and 5 years 11 months and an unidentified adult aged between 40 and 45","Mon, 29 Apr 2013 15:21:10 +0000",Assistant Editor
Lusaka Voice,MAIN NEWS,Fr Bwalya justifies his resignation as ZESCO board chairperson,https://lusakavoice.com/2013/04/29/fr-bwalya-justifies-his-resignation-as-zesco-board-chairperson/,"FORMER ZESCO board chairperson Father Frank Bwalya has apologised to the nation for keeping quiet when PF is busy making mistakes as he alleged. Fr. Bwalya who was speaking on a MUVI TV’s The assignment on Sunday evening, said he quit ZESCO to become free and unencumbered by anything, so that he can once again","Mon, 29 Apr 2013 13:52:33 +0000",Online Editor
Lusaka Voice,MAIN NEWS,Man gets 20 yrs for defiling step-daughter,https://lusakavoice.com/2013/04/28/man-gets-20-yrs-for-defiling-step-daughter/,"A FARMER of Kalulushi on the Copperbelt has been sentenced to 20 years imprisonment with hard labour for defiling his nine-year-old step-daughter. Kitwe High Court Judge Catherine Makungu sent to jail Pascal Ngeleseni, 36, of Katuta area in Kalulushi after he admitted defiling the girl on March 2 this year. In passing sentence, Ms Justice","Sun, 28 Apr 2013 07:05:51 +0000",Online Editor
Lusaka Voice,MAIN NEWS,ACC is an Independent body – Roswin Wandi,https://lusakavoice.com/2013/04/26/acc-is-an-independent-body-roswin-wandi/,"ANTI-CORRUPTION Commission Director General Roswin Wandi has asked Zambians to maintain faith in the commission’s credibility to operate autonomously. Wandi said fears that the ACC was operating under the influence of President Michael Sata was just wishful thinking, which should not be allowed to detract people’s faith in the commission. She said this yesterday during","Fri, 26 Apr 2013 06:00:58 +0000",Online Editor
Lusaka Voice,GENERAL NEWS,"Zambia to host scouts regional conference, youth forum",https://lusakavoice.com/2013/04/23/zambia-to-host-scouts-regional-conference-youth-forum/,"The Zambia Scouts Association will next year host the 40th southern zone scout conference and the eleventh youth forum in Lusaka. National Scout Commissioner James Daka said the southern scout zone comprises Angola, Botswana, Mozambique, Swaziland, Lesotho, South Africa, Zimbabwe, Malawi and Zambia. Mr. Daka said the mandate to host the event, which is done","Tue, 23 Apr 2013 11:35:16 +0000",Assistant Editor
